Count of jobtitle,,
Row Labels,Total,probablity
oil mill labourer,3,4.68933E-05
oil mill pressman,1,1.56311E-05
oil miller,14,0.000218835
oil miller (paper),1,1.56311E-05
oil miller (seed cake manufacturers),2,3.12622E-05
oil seed miller,1,1.56311E-05
oil sheet maker,1,1.56311E-05
oil sheetmaker,1,1.56311E-05
oil shopkeeper,2,3.12622E-05
oil tanker driver,1,1.56311E-05
oil warehouseman,2,3.12622E-05
oil works worker,1,1.56311E-05
oilman,13,0.000203204
oilman (mixing paint),1,1.56311E-05
oilmans assistant,1,1.56311E-05
oilmiller,1,1.56311E-05
omnibus conductor,1,1.56311E-05
omnibus conductress,1,1.56311E-05
omnibus driver,7,0.000109418
omnibus inspector,1,1.56311E-05
omnibus proprietor,1,1.56311E-05
omnibus road inspector,1,1.56311E-05
operative chemist,1,1.56311E-05
operative cotton spinner,5,7.81555E-05
operative dyer,2,3.12622E-05
operative in lace factory,1,1.56311E-05
operator,2,3.12622E-05
operator of hydro transformer station,1,1.56311E-05
optical lens factory worker,1,1.56311E-05
optician,10,0.000156311
optician assembler,2,3.12622E-05
opticians salesman,1,1.56311E-05
optometrist,2,3.12622E-05
orange merchant,1,1.56311E-05
orchard manager,1,1.56311E-05
orchardist/poultry farmer,1,1.56311E-05
orchestra attendant,2,3.12622E-05
orchestral musician,1,1.56311E-05
ordained minister,4,6.25244E-05
ordinary seaman rn,1,1.56311E-05
"ordinary seaman, rn",2,3.12622E-05
ordnance factory worker,1,1.56311E-05
organ builder,5,7.81555E-05
organist,1,1.56311E-05
organist and choirmaster,1,1.56311E-05
organist and music teacher,2,3.12622E-05
oriform machinist,1,1.56311E-05
ornamental engraver,1,1.56311E-05
ornamental painter,2,3.12622E-05
ornamental plasterer,4,6.25244E-05
ornamental tile manufacturer,1,1.56311E-05
ornamental writer,3,4.68933E-05
ostler,19,0.000296991
ostrich feather maker,2,3.12622E-05
out porter,1,1.56311E-05
outdoor lab,2,3.12622E-05
outdoor labourer,1,1.56311E-05
outdoor manager (timber trade),1,1.56311E-05
outdoor worker,4,6.25244E-05
outdoor worker (agricultural),1,1.56311E-05
outfitter,7,0.000109418
outfitters manager,1,1.56311E-05
oven builder,2,3.12622E-05
ovenman,1,1.56311E-05
over-looker (cotton mill),1,1.56311E-05
overall machinist,1,1.56311E-05
overall making company,1,1.56311E-05
overlocker in hosiery firm,1,1.56311E-05
overlooker,28,0.000437671
overlooker (cotton mill),4,6.25244E-05
overlooker (cotton spinners),1,1.56311E-05
overlooker (flax mill),2,3.12622E-05
overlooker (hosiery factory),1,1.56311E-05
overlooker (ironworks),2,3.12622E-05
overlooker (printworks),1,1.56311E-05
overlooker (silk mill),4,6.25244E-05
overlooker (stuff weaving),1,1.56311E-05
overlooker (woollen mill),3,4.68933E-05
overlooker (worsted mill),1,1.56311E-05
overlooker (worsted),4,6.25244E-05
overlooker in a factory,1,1.56311E-05
overlooker in mill,1,1.56311E-05
overlooker of machines (wool trade),1,1.56311E-05
overlooker of spinners,1,1.56311E-05
overlooker of spinning,1,1.56311E-05
overlooker of woolcombe minders (foreman),1,1.56311E-05
overlooker of worsted spinners,1,1.56311E-05
overlooker spinner,1,1.56311E-05
overlooker woolsorter,1,1.56311E-05
overman,1,1.56311E-05
overman at iron works,1,1.56311E-05
"overman, coal labourers",1,1.56311E-05
overseer in post office,1,1.56311E-05
overseer on railway,2,3.12622E-05
overseer railway,1,1.56311E-05
overseer-cotton mill,1,1.56311E-05
owner/teacher primary sch,1,1.56311E-05
oyster dredger,3,4.68933E-05
oyster merchant,3,4.68933E-05
p.o. telegraphist,2,3.12622E-05
packer,36,0.00056272
packer (at cotton mill),1,1.56311E-05
packer (bleach works cotton),1,1.56311E-05
packer (in chemical works ),1,1.56311E-05
packer (in sweet factory),1,1.56311E-05
packer (in textile factory ),2,3.12622E-05
packer (in toy factory),1,1.56311E-05
packing case maker,17,0.000265729
packing factory,1,1.56311E-05
paint & varnish manufacturer,1,1.56311E-05
paint manufacturer,1,1.56311E-05
paint shop assistant,1,1.56311E-05
paint works,1,1.56311E-05
painter,289,0.00451739
painter (artist),2,3.12622E-05
painter (house),1,1.56311E-05
painter (master),1,1.56311E-05
painter (royal navy),1,1.56311E-05
painter & decorator,43,0.000672138
painter & decorator & sign writer,2,3.12622E-05
painter and decorater,2,3.12622E-05
painter and decorator,46,0.000719031
painter and decorators foreman,1,1.56311E-05
painter and glazier,12,0.000187573
painter and grainer,4,6.25244E-05
painter and house decorator,1,1.56311E-05
painter of japanned ware,1,1.56311E-05
"painter, decorator and paperhanger",1,1.56311E-05
"painter, decorator, glazier",1,1.56311E-05
painter's labourer,1,1.56311E-05
painter/signwriter (railway works),1,1.56311E-05
painters labourer,1,1.56311E-05
painters labourer in railway workshops,1,1.56311E-05
paintress,1,1.56311E-05
paintress - china works,1,1.56311E-05
paper bag maker,5,7.81555E-05
paper bag manufacturer,1,1.56311E-05
paper box manufacturer,1,1.56311E-05
paper coater,1,1.56311E-05
paper cutter,2,3.12622E-05
paper finisher at paper works,1,1.56311E-05
paper glazer,1,1.56311E-05
paper hanger,23,0.000359515
paper loader ( paper works),1,1.56311E-05
paper loom weaver,1,1.56311E-05
paper maker,37,0.000578351
paper maker engineer,1,1.56311E-05
paper manufacturer,5,7.81555E-05
paper merchant,3,4.68933E-05
paper mill hand,1,1.56311E-05
paper mill labourer,4,6.25244E-05
paper mill worker,3,4.68933E-05
paper miller,1,1.56311E-05
paper sorter,2,3.12622E-05
paper stainer,6,9.37866E-05
"paper stainer, master",2,3.12622E-05
paper worker,3,4.68933E-05
paper worker (packer),1,1.56311E-05
paperer,1,1.56311E-05
paperhanger,8,0.000125049
papermaker,25,0.000390778
papermill worker,1,1.56311E-05
paperstainer,2,3.12622E-05
papwer journeyman,1,1.56311E-05
"parcel delivery, company car driver",1,1.56311E-05
parcels agent,1,1.56311E-05
parcels agent with railways,1,1.56311E-05
parcels post cart driver,1,1.56311E-05
parchment manufacturer,2,3.12622E-05
parish carpenter,2,3.12622E-05
parish clerk,28,0.000437671
parish priest,1,1.56311E-05
parish road labourer,1,1.56311E-05
park agent,1,1.56311E-05
park keeper,3,4.68933E-05
park labourer,1,1.56311E-05
parlour maid,23,0.000359515
parlour maid/cook,1,1.56311E-05
parlour miad,1,1.56311E-05
parlourmaid,1,1.56311E-05
parochial schoolmaster,1,1.56311E-05
parquet layer,1,1.56311E-05
parson,1,1.56311E-05
passenger guard,1,1.56311E-05
passenger personnel,1,1.56311E-05
pastor in baptist church,1,1.56311E-05
pastorialist,1,1.56311E-05
pastry & sweet shop proprietor,1,1.56311E-05
pastry cook,6,9.37866E-05
pastry cook and confectioner,1,1.56311E-05
pastrycook,2,3.12622E-05
pat painter,1,1.56311E-05
patent bottle stopper manufacturer,1,1.56311E-05
patent leather dresser,1,1.56311E-05
patisserie cook,1,1.56311E-05
patten maker,1,1.56311E-05
patten maker (master),1,1.56311E-05
pattern card maker,3,4.68933E-05
pattern drawer,2,3.12622E-05
pattern dyer,4,6.25244E-05
pattern maker,35,0.000547089
pattern maker (for shipyard machines),1,1.56311E-05
pattern weaver,3,4.68933E-05
pattern-maker (aero-engine manufacturers),1,1.56311E-05
patternmaker,3,4.68933E-05
patternmaker (railway),1,1.56311E-05
patternmaker with ironfounder,1,1.56311E-05
pavier,2,3.12622E-05
pavior,3,4.68933E-05
paviour,8,0.000125049
pawn broker,6,9.37866E-05
pawnbroker,23,0.000359515
pawnbroker (manager),1,1.56311E-05
pawnbroker & jeweller,2,3.12622E-05
pawnbrokers assistant,4,6.25244E-05
pay clerk (court of chancery),1,1.56311E-05
pay clerk in the army,1,1.56311E-05
paymaster and purser,1,1.56311E-05
paymaster of royal artillery,1,1.56311E-05
pearl button maker,2,3.12622E-05
pearl worker,1,1.56311E-05
peasant,2,3.12622E-05
pen knife cutler,1,1.56311E-05
pen worker,1,1.56311E-05
pencil maker,1,1.56311E-05
perambulator maker,1,1.56311E-05
perambusot painter,1,1.56311E-05
perfume chemist,2,3.12622E-05
perfume hand,1,1.56311E-05
perfumer,3,4.68933E-05
perfumery asst,1,1.56311E-05
"permanent civil servant, customs and excise",1,1.56311E-05
permanent way inspector,1,1.56311E-05
perpetual curate,2,3.12622E-05
personal assistant,1,1.56311E-05
personal assistant to dept manager,1,1.56311E-05
personal secretary,3,4.68933E-05
personal servant,1,1.56311E-05
personnel officer,1,1.56311E-05
petroleum engineer,1,1.56311E-05
petty officer,1,1.56311E-05
petty officer in royal navy,1,1.56311E-05
"petty officer, rn",1,1.56311E-05
"petty officer, royal navy",5,7.81555E-05
"petty officer, w.r.n.s.",1,1.56311E-05
pew opener and church caretaker,1,1.56311E-05
pewterer,2,3.12622E-05
pharmaceutical chemist,10,0.000156311
pharmaceutical factory worker,1,1.56311E-05
pharmacist,13,0.000203204
pharmacist and chemist,3,4.68933E-05
pharmacists shop assistant,1,1.56311E-05
pharmacy manager,1,1.56311E-05
photographer,27,0.00042204
photographer and artist,1,1.56311E-05
photographer's assistant,1,1.56311E-05
photographers assistant,1,1.56311E-05
photographic artist,1,1.56311E-05
photographic engraver,1,1.56311E-05
photographic plate worker,1,1.56311E-05
photographic printer,2,3.12622E-05
photographic retoucher,1,1.56311E-05
photographic shop assistant,1,1.56311E-05
physic gardener,1,1.56311E-05
physical training teacher,1,1.56311E-05
physician,17,0.000265729
physician & surgeon,3,4.68933E-05
physician and dentist,1,1.56311E-05
physician and surgeon,2,3.12622E-05
"physician, surgeon",2,3.12622E-05
physicist,1,1.56311E-05
physiotherapist,4,6.25244E-05
pianist,2,3.12622E-05
pianist & piano teacher,1,1.56311E-05
pianist & private teacher,1,1.56311E-05
pianist/organist,1,1.56311E-05
piano forte back maker,1,1.56311E-05
piano forte maker,8,0.000125049
piano forte tuner,1,1.56311E-05
piano maker,2,3.12622E-05
piano teacher,11,0.000171942
piano teacher & church organist,1,1.56311E-05
piano toner,1,1.56311E-05
piano tuner,1,1.56311E-05
pianoforte carman,2,3.12622E-05
pianoforte dealer,1,1.56311E-05
pianoforte key maker,2,3.12622E-05
pianoforte keymaker,1,1.56311E-05
pianoforte maker,24,0.000375147
pianoforte maker & cabinet maker,1,1.56311E-05
pianoforte manufacturer,2,3.12622E-05
pianoforte teacher,1,1.56311E-05
pianoforte tuner,4,6.25244E-05
picker maker (cotton trade),2,3.12622E-05
pickermaker,1,1.56311E-05
pickle factory worker,1,1.56311E-05
picture frame maker,11,0.000171942
picture framer,5,7.81555E-05
picture framer and gilder,1,1.56311E-05
picture restorer,1,1.56311E-05
piece hooker,1,1.56311E-05
piece taker in,1,1.56311E-05
piecemaster,1,1.56311E-05
piecer,4,6.25244E-05
piecer (cotton mill),2,3.12622E-05
piecer in a cotton mill,2,3.12622E-05
"piecer, cotton",1,1.56311E-05
pier labourer,1,1.56311E-05
piermaster,1,1.56311E-05
piermaster and deputy dockmaster,1,1.56311E-05
pierrot girl,1,1.56311E-05
pig dealer,2,3.12622E-05
pig farmer,3,4.68933E-05
pig jobber,1,1.56311E-05
pike keeper,1,1.56311E-05
pill box maker,3,4.68933E-05
pill maker,2,3.12622E-05
pillbox maker,1,1.56311E-05
pilot,27,0.00042204
pilot (marine),1,1.56311E-05
pilot (trinity house),1,1.56311E-05
pin maker,2,3.12622E-05
pinner,1,1.56311E-05
pioneer,2,3.12622E-05
pipe bender,1,1.56311E-05
pipe fitter,2,3.12622E-05
pipe fitter building worker,1,1.56311E-05
pipe maker,3,4.68933E-05
pipe manufacturer,1,1.56311E-05
pipe moulder,1,1.56311E-05
pipemaker,3,4.68933E-05
pit bank labourer,1,1.56311E-05
pit banks woman,1,1.56311E-05
pit cartman,1,1.56311E-05
pit fireman,1,1.56311E-05
pit labourer,1,1.56311E-05
pitman,39,0.000609613
pitman (coal),1,1.56311E-05
pitsman,1,1.56311E-05
pitsman coal miner,1,1.56311E-05
plain needlework,1,1.56311E-05
plaisterer,2,3.12622E-05
plait bleacher,1,1.56311E-05
plaiter,3,4.68933E-05
plant dealer,1,1.56311E-05
plant hire manager,1,1.56311E-05
plantation owner,3,4.68933E-05
plantations owner,1,1.56311E-05
planter,3,4.68933E-05
plaster figure maker,1,1.56311E-05
plaster manufacturer,1,1.56311E-05
plaster miner,2,3.12622E-05
"plaster, journeyman",2,3.12622E-05
plasterer,153,0.002391559
plasterer (master),2,3.12622E-05
plasterer and tiler,5,7.81555E-05
plasterer slater,1,1.56311E-05
plastics worker,1,1.56311E-05
plate chest maker,1,1.56311E-05
plate furnaceman,1,1.56311E-05
plate glass merchant,1,1.56311E-05
plate layer,18,0.00028136
plate layer (railway inspector),1,1.56311E-05
plate layer (railways),4,6.25244E-05
plate maker,1,1.56311E-05
plate polisher,1,1.56311E-05
plate printer,1,1.56311E-05
plate printer (silk industry?),1,1.56311E-05
plateglass cutter,1,1.56311E-05
platelayer,27,0.00042204
platelayer (railway),5,7.81555E-05
platelayer (steelworks),1,1.56311E-05
platelayer foreman,1,1.56311E-05
platelayer on docks railway,1,1.56311E-05
plater,12,0.000187573
plater master,1,1.56311E-05
platers helper,2,3.12622E-05
platers helper (iron works ),1,1.56311E-05
platter,2,3.12622E-05
playing card cutter,1,1.56311E-05
playing card maker,2,3.12622E-05
playwright,1,1.56311E-05
ploughman,40,0.000625244
plumber,221,0.003454474
plumber (council),1,1.56311E-05
plumber (trawler),1,1.56311E-05
plumber & hot water fitter,1,1.56311E-05
plumber and brazier,1,1.56311E-05
plumber and gas fitter,2,3.12622E-05
plumber and gasfitter ( railway ),2,3.12622E-05
plumber and glazier,3,4.68933E-05
"plumber, glazier & gas fitter",1,1.56311E-05
plumber's assistant,1,1.56311E-05
plumbers labourer,1,1.56311E-05
plumbers mate,1,1.56311E-05
plumbing & electrical contractor & leaded light mfr,1,1.56311E-05
plush weaver,2,3.12622E-05
po engineering dept,1,1.56311E-05
pocket book maker,3,4.68933E-05
pocket knife cutler,1,1.56311E-05
poet,1,1.56311E-05
pointer,1,1.56311E-05
pointman & crossing gate keeper,1,1.56311E-05
pointsman,4,6.25244E-05
"pointsman, port of bristol authority",1,1.56311E-05
police,4,6.25244E-05
police constable,118,0.00184447
police detective,2,3.12622E-05
police detective constable,1,1.56311E-05
police inspector,12,0.000187573
police lieutenant,1,1.56311E-05
police magistrate marylebone,1,1.56311E-05
police man,1,1.56311E-05
police officer,20,0.000312622
police officer (probably a railway man),1,1.56311E-05
police sergeant,24,0.000375147
"police sergeant, war department",1,1.56311E-05
police superintendant,5,7.81555E-05
police superintendent,2,3.12622E-05
policeman,81,0.00126612
policeman (railway),1,1.56311E-05
policeman [sergeant],1,1.56311E-05
policewoman,1,1.56311E-05
polisher,8,0.000125049
polisher (labourer),1,1.56311E-05
political agent,3,4.68933E-05
"political correspondant, newspaper",1,1.56311E-05
politician,1,1.56311E-05
poor house master,2,3.12622E-05
poor law clerk,1,1.56311E-05
poor rate collector,1,1.56311E-05
pork butcher,20,0.000312622
pork shop keeper,3,4.68933E-05
porker at meat market,1,1.56311E-05
port of london authority lock keeper,1,1.56311E-05
port of london lockman,1,1.56311E-05
porter,92,0.001438062
porter - shoe store,1,1.56311E-05
porter (flats),1,1.56311E-05
porter (fruit),2,3.12622E-05
porter (railway),1,1.56311E-05
porter clerk,1,1.56311E-05
porter master,1,1.56311E-05
porter to a carrier,1,1.56311E-05
"porter, carpet warehouse",1,1.56311E-05
portmanteau maker,8,0.000125049
portmanteau manufacturer,2,3.12622E-05
portrait painter,2,3.12622E-05
post boy,1,1.56311E-05
post carrier,1,1.56311E-05
post master,6,9.37866E-05
post messenger,1,1.56311E-05
post mistress,3,4.68933E-05
post mistress and shopkeeper,1,1.56311E-05
post office assistant,1,1.56311E-05
post office asst,1,1.56311E-05
post office cable jointer,1,1.56311E-05
post office chief clerk,1,1.56311E-05
post office clerk,18,0.00028136
post office clerk (gentleman on marr. cert),1,1.56311E-05
post office clerk/telegraphist,1,1.56311E-05
post office controller,1,1.56311E-05
post office counter clerk,4,6.25244E-05
post office employee,2,3.12622E-05
post office engineer,3,4.68933E-05
post office engineer (telephones),2,3.12622E-05
post office inspector,2,3.12622E-05
post office letter carrier,1,1.56311E-05
post office messenger,1,1.56311E-05
post office mistress,1,1.56311E-05
post office money order clerk,1,1.56311E-05
post office overseer,2,3.12622E-05
post office parcel porter,1,1.56311E-05
post office sorter,8,0.000125049
post office sorting clerk,6,9.37866E-05
post office stamper,1,1.56311E-05
post office superintendent,1,1.56311E-05
post office supervisor (head quarters),1,1.56311E-05
post office telegrapher,2,3.12622E-05
post office telegraphist,2,3.12622E-05
post office telephone engineer,1,1.56311E-05
post office telephonist,2,3.12622E-05
post office worker,4,6.25244E-05
post office writing assistant,1,1.56311E-05
"post office, telephonist",1,1.56311E-05
post officer clerk,1,1.56311E-05
post officer counter clerk,1,1.56311E-05
post official - assistant inspector,1,1.56311E-05
post runner,1,1.56311E-05
postal clerk,6,9.37866E-05
postal official,2,3.12622E-05
postal sorter,1,1.56311E-05
postal sorting clerk,1,1.56311E-05
postal telegraph engineering clerk,1,1.56311E-05
postal worker,3,4.68933E-05
postboy,4,6.25244E-05
postilion,1,1.56311E-05
postman,76,0.001187964
postmaster,14,0.000218835
postmaster and shopkeeper,1,1.56311E-05
postmaster/bookseller/stationer,1,1.56311E-05
postmistress,5,7.81555E-05
pot maker,2,3.12622E-05
pot maker (glassworks),1,1.56311E-05
potato dealer,5,7.81555E-05
potato dealer and cheese monger,1,1.56311E-05
potato merchant,5,7.81555E-05
potato merechant,1,1.56311E-05
potato stores worker,1,1.56311E-05
potmaker,2,3.12622E-05
potman,2,3.12622E-05
potter,91,0.001422431
potter's assistant,1,1.56311E-05
potters engraver,1,1.56311E-05
potters fireman,1,1.56311E-05
potters guilder,1,1.56311E-05
potters paintress,1,1.56311E-05
potters presser,2,3.12622E-05
potters printer,2,3.12622E-05
potters slip maker,1,1.56311E-05
potters thrower,1,1.56311E-05
potters thrower (teapots),1,1.56311E-05
potters warehouse woman,1,1.56311E-05
pottery labourer,2,3.12622E-05
pottery manager,1,1.56311E-05
pottery manufacturer,1,1.56311E-05
pottery modeller,1,1.56311E-05
