Count of jobtitle,,
Row Labels,Total,probablity
managing director (department store),1,1.56311E-05
managing director (electrical engineering),1,1.56311E-05
managing director (flour milling engineering firm),1,1.56311E-05
managing director (insurance company),1,1.56311E-05
managing director (rolling stock firm),1,1.56311E-05
managing director (ships anchor & cable merchants),1,1.56311E-05
managing director (textile finishing company),1,1.56311E-05
"managing director and so owner, mill company",2,3.12622E-05
managing director of foundry,1,1.56311E-05
"managing director, tile company",1,1.56311E-05
managing engineers,1,1.56311E-05
managing family firm of refiners of brewing sugar,1,1.56311E-05
managing firm of woollen merchants,1,1.56311E-05
managress of refreshment rooms,1,1.56311E-05
mangler in bleachworks,3,4.68933E-05
manipulator of fine drugs and chemicals,2,3.12622E-05
mannequin,1,1.56311E-05
mantle maker,5,7.81555E-05
mantle manufacturer,1,1.56311E-05
mantua and dressmaker,1,1.56311E-05
mantua maker,1,1.56311E-05
manufacturer,4,6.25244E-05
manufacturer - clothing,1,1.56311E-05
manufacturer - cotton goods,1,1.56311E-05
manufacturer (builders ironmongery),1,1.56311E-05
manufacturer (metal box),1,1.56311E-05
manufacturer (woollen),2,3.12622E-05
manufacturer and distributer,2,3.12622E-05
manufacturer of electro plate,1,1.56311E-05
manufacturer of linen and cotton goods,1,1.56311E-05
manufacturer of small wares,1,1.56311E-05
manufacturer of soda syphons,1,1.56311E-05
manufacturers agent,6,9.37866E-05
manufacturers agent (hosiery),1,1.56311E-05
manufacturers agent (pianos),1,1.56311E-05
manufacturers agent and merchant,1,1.56311E-05
manufacturers clerk,1,1.56311E-05
manufacturing chemist,8,0.000125049
manufacturing confectioner,1,1.56311E-05
manufacturing contractor,1,1.56311E-05
manufacturing contractor (joiner),1,1.56311E-05
manufacturing jeweller,5,7.81555E-05
manufacturing optician,1,1.56311E-05
manufacturing stationer,1,1.56311E-05
manure manufacturer,1,1.56311E-05
manure works labourer,1,1.56311E-05
map and print colourer,1,1.56311E-05
map drawer,1,1.56311E-05
marble mason,4,6.25244E-05
marble mason & statuary,1,1.56311E-05
marble merchant,1,1.56311E-05
marbler,1,1.56311E-05
marine,1,1.56311E-05
marine engineer,27,0.00042204
marine engineer - merchant navy,1,1.56311E-05
marine engineer and surveyor,1,1.56311E-05
"marine engineer, fitter",1,1.56311E-05
"marine engineer, royal navy",1,1.56311E-05
marine fireman,4,6.25244E-05
marine fitter,1,1.56311E-05
marine fitter helper,1,1.56311E-05
marine insurance broker,1,1.56311E-05
marine insurance clerk,1,1.56311E-05
marine manager - railway,1,1.56311E-05
marine steward,2,3.12622E-05
marine stoker,1,1.56311E-05
marine store dealer,12,0.000187573
marine stores dealer,1,1.56311E-05
marine superintendant (railway company),1,1.56311E-05
marine surveyor,1,1.56311E-05
mariner,433,0.006768269
mariner (ab),1,1.56311E-05
mariner (fisherman?),1,1.56311E-05
mariner (merchant navy),1,1.56311E-05
mariner (merchant service),2,3.12622E-05
mariner (stoker),1,1.56311E-05
mariner (trinity house),1,1.56311E-05
mariner [master],1,1.56311E-05
mariner and shipowner,1,1.56311E-05
mariner on packet boat,1,1.56311E-05
mariner stoker,1,1.56311E-05
"mariner, in royal navy",1,1.56311E-05
"mariner, merchant seaman",2,3.12622E-05
"mariner, second mate",1,1.56311E-05
mariner/sailor/seaman,1,1.56311E-05
marker out (boiler maker),2,3.12622E-05
market clerk,1,1.56311E-05
market gardener,90,0.0014068
market gardener / fruiterer,1,1.56311E-05
market gardener dealer,1,1.56311E-05
market manager,1,1.56311E-05
market porter,1,1.56311E-05
marketman,1,1.56311E-05
marshman,1,1.56311E-05
mason,356,0.005564674
mason (cemetary),1,1.56311E-05
mason & bricklayer,2,3.12622E-05
mason and bricklayer,1,1.56311E-05
mason's labourer,1,1.56311E-05
mason/foreman,1,1.56311E-05
masonry contractor,1,1.56311E-05
masons assistant,1,1.56311E-05
masons lab,1,1.56311E-05
masons labourer,13,0.000203204
masseuse,1,1.56311E-05
master (merchant service),1,1.56311E-05
master and owner of 53 ton ketch,1,1.56311E-05
master attendant at dockyard,1,1.56311E-05
master baker,36,0.00056272
master baker and grocer,1,1.56311E-05
master baker/confectioner,1,1.56311E-05
master barber,2,3.12622E-05
master basket maker,2,3.12622E-05
master blacksmith,16,0.000250098
master bleacher,1,1.56311E-05
master boat builder,1,1.56311E-05
master boatbuilder,3,4.68933E-05
master bookbinder,1,1.56311E-05
master bookseller,1,1.56311E-05
master boot & shoe maker,1,1.56311E-05
master boot and shoe maker,1,1.56311E-05
master bootmaker,8,0.000125049
master brass founder,3,4.68933E-05
master bread baker,2,3.12622E-05
master brewer,1,1.56311E-05
master bricklayer,4,6.25244E-05
master builder,31,0.000484564
master builder (company proprietor),1,1.56311E-05
master builder (own building company),1,1.56311E-05
master butcher,41,0.000640875
master cabinet maker,3,4.68933E-05
master car hire proprietor,1,1.56311E-05
master carpenter,17,0.000265729
master carter,4,6.25244E-05
master chairmaker,1,1.56311E-05
master chandler,1,1.56311E-05
master chimney sweep,1,1.56311E-05
master clogger,2,3.12622E-05
master coach painter,1,1.56311E-05
master coachbuilder,1,1.56311E-05
master coachman,2,3.12622E-05
master confectioner,2,3.12622E-05
master cooper,3,4.68933E-05
master cordwainer,6,9.37866E-05
master cordwainer & shoemaker,1,1.56311E-05
master cork manufacturer,1,1.56311E-05
master cutler,2,3.12622E-05
master dairyman,3,4.68933E-05
master decorator,2,3.12622E-05
master draper,7,0.000109418
master druggist chemist,1,1.56311E-05
master dyer,1,1.56311E-05
master electrical engineer,1,1.56311E-05
master engineer,1,1.56311E-05
master farrier,3,4.68933E-05
master farrier - veterinarian,1,1.56311E-05
master fishmonger,1,1.56311E-05
master flesher,1,1.56311E-05
master gardener,1,1.56311E-05
master glove cutter,1,1.56311E-05
master greengrocer,2,3.12622E-05
master grocer,15,0.000234467
master grocer and draper,1,1.56311E-05
master gunmaker,1,1.56311E-05
"master gunner, royal artillery",1,1.56311E-05
master haulier,1,1.56311E-05
master house furnisher,1,1.56311E-05
master house painter,1,1.56311E-05
master iron founder,1,1.56311E-05
master iron monger,1,1.56311E-05
master ironmonger,2,3.12622E-05
master joiner,15,0.000234467
master leather currier,2,3.12622E-05
master maker,1,1.56311E-05
master mariner,118,0.00184447
"master mariner - merchant service, foreign trade",2,3.12622E-05
master mariner (merchant service),2,3.12622E-05
master mariner (sailing ships),3,4.68933E-05
master mariner & ship owner,1,1.56311E-05
master mariner/ship owner,1,1.56311E-05
master mason,9,0.00014068
master merchant mariner,1,1.56311E-05
master miller,2,3.12622E-05
master newsagent,1,1.56311E-05
"master of arms, royal navy",1,1.56311E-05
master of house of correction,1,1.56311E-05
master of schooner,1,1.56311E-05
master of the charterhouse,1,1.56311E-05
master of victualling vessel,1,1.56311E-05
master of workhouse,1,1.56311E-05
master on scully ferry,1,1.56311E-05
master painter,5,7.81555E-05
master painter and decorator,1,1.56311E-05
master piano manufacturers,1,1.56311E-05
master piano tuner,1,1.56311E-05
master plasterer,3,4.68933E-05
master plumber,12,0.000187573
master plumber & gasfitter,2,3.12622E-05
master plumber & glazier,2,3.12622E-05
master pork butcher,1,1.56311E-05
master porter,1,1.56311E-05
master potter,1,1.56311E-05
master printer,14,0.000218835
master rn - staff commander,1,1.56311E-05
master ropemaker,1,1.56311E-05
master royal navy,1,1.56311E-05
master saddler,3,4.68933E-05
master sadler,2,3.12622E-05
master sailmaker,2,3.12622E-05
master sawyer,2,3.12622E-05
master shoe maker,4,6.25244E-05
master shoe repairer,2,3.12622E-05
master shoemaker,35,0.000547089
master shoemaker (cordwainer),1,1.56311E-05
master sign and glass writer,1,1.56311E-05
master silk dyer,1,1.56311E-05
master slater,2,3.12622E-05
master smith,1,1.56311E-05
master stationer,1,1.56311E-05
master stevedore,1,1.56311E-05
master stone mason,1,1.56311E-05
master stone modeller,1,1.56311E-05
master stonemason,1,1.56311E-05
master tailor,55,0.000859711
master tailor / shop owner,1,1.56311E-05
master tailor military,1,1.56311E-05
master thatcher,1,1.56311E-05
master tin plate worker,2,3.12622E-05
master tinner,1,1.56311E-05
master tool grinder,1,1.56311E-05
master upholsterer,2,3.12622E-05
master watch maker,1,1.56311E-05
master weaver,2,3.12622E-05
master wheelwright,5,7.81555E-05
master wheelwright and coach builder,1,1.56311E-05
master wood engraver,1,1.56311E-05
master worsted spinner,1,1.56311E-05
"master, h m navy",1,1.56311E-05
"master, royal navy",1,1.56311E-05
mat maker,2,3.12622E-05
match filler,1,1.56311E-05
match maker,1,1.56311E-05
mate,2,3.12622E-05
"mate, merchant service",2,3.12622E-05
mathematical engineer,2,3.12622E-05
mathematical instrument maker,10,0.000156311
matmaker,2,3.12622E-05
matron,1,1.56311E-05
matron of workhouse,1,1.56311E-05
mattress maker,1,1.56311E-05
mayor,1,1.56311E-05
mayors chauffeur,1,1.56311E-05
meal man,1,1.56311E-05
meal miller,9,0.00014068
"meal miller, master",1,1.56311E-05
mealman,1,1.56311E-05
measurer,1,1.56311E-05
meat carrier,1,1.56311E-05
meat porter,1,1.56311E-05
meat rationing supervisor,1,1.56311E-05
meat salesman,1,1.56311E-05
"meat salesman, deceased",1,1.56311E-05
mechanic,129,0.002016413
mechanic (cotton mill),4,6.25244E-05
mechanic (fitter),1,1.56311E-05
mechanic fitter,3,4.68933E-05
mechanic for bus co.,2,3.12622E-05
mechanic in bicycle industry,1,1.56311E-05
"mechanic in charge, gpo",1,1.56311E-05
"mechanic, fitter",1,1.56311E-05
"mechanic, tape works",1,1.56311E-05
"mechanic, turner",1,1.56311E-05
mechanical and electrical engineer,1,1.56311E-05
mechanical dentist,2,3.12622E-05
mechanical draughtsman,1,1.56311E-05
mechanical engineer,26,0.000406409
mechanical engineer (journeyman),1,1.56311E-05
mechanical engineer (railway),1,1.56311E-05
mechanical engineer worker (skilled),1,1.56311E-05
mechanical engineering worker (skilled),1,1.56311E-05
mechanical fitter,1,1.56311E-05
mechanical labourer,1,1.56311E-05
mechanical research engineer,1,1.56311E-05
medical agent,1,1.56311E-05
medical and ordained missionary,1,1.56311E-05
"medical corp, soldier",1,1.56311E-05
medical dispenser,1,1.56311E-05
medical doctor,12,0.000187573
medical labeller,2,3.12622E-05
medical missinary,1,1.56311E-05
medical missionary,1,1.56311E-05
medical office of health,1,1.56311E-05
medical officer in charge of lunatic asylum,1,1.56311E-05
medical officer raf,2,3.12622E-05
medical practition,4,6.25244E-05
medical practitioner,29,0.000453302
medical practitioner (g.p),1,1.56311E-05
medical practitioner (general practice),1,1.56311E-05
medical practitioner and surgeon in royal navy,1,1.56311E-05
medical practitioner g.p.,1,1.56311E-05
"medical practitioner, g.p.",1,1.56311E-05
"medical registrar, hospital",1,1.56311E-05
medical secretary,2,3.12622E-05
"medical secretary, hospital",1,1.56311E-05
medical student,1,1.56311E-05
member of board of friendly society,1,1.56311E-05
member of cotton association,1,1.56311E-05
"member of legislative council, n.b.",1,1.56311E-05
member of staff at public house,1,1.56311E-05
mender,3,4.68933E-05
menial servant,1,1.56311E-05
mens outfitter,1,1.56311E-05
menswear retailer,1,1.56311E-05
mental nurse,1,1.56311E-05
mercantile clerk,26,0.000406409
mercantile clerk (shipping company),1,1.56311E-05
"mercantile clerk, engineer cashier",1,1.56311E-05
mercantile marine officer,1,1.56311E-05
mercantile seaman,1,1.56311E-05
mercantile secretary,1,1.56311E-05
mercer,6,9.37866E-05
mercer and draper,2,3.12622E-05
mercer and linen draper,1,1.56311E-05
merchant,132,0.002063306
merchant (corn dealer),1,1.56311E-05
merchant (fish & game),1,1.56311E-05
merchant (grocer master),1,1.56311E-05
merchant (grocer),1,1.56311E-05
merchant (silks),1,1.56311E-05
merchant (woollen) and manufacturer,1,1.56311E-05
merchant & druggist,1,1.56311E-05
merchant and oilman,1,1.56311E-05
merchant chandler,1,1.56311E-05
merchant clerk,1,1.56311E-05
merchant clerk (oil and colour manufacturer),1,1.56311E-05
merchant director - water works,1,1.56311E-05
merchant for rubber stamp maker,1,1.56311E-05
merchant marine captain,1,1.56311E-05
merchant navy officer,2,3.12622E-05
merchant navy seaman,1,1.56311E-05
merchant navy steward,1,1.56311E-05
"merchant navy, mariner",1,1.56311E-05
"merchant navy, seaman",1,1.56311E-05
merchant salesman,1,1.56311E-05
merchant seaman,47,0.000734662
merchant seaman (galley cook),1,1.56311E-05
merchant seaman (yacht chef),1,1.56311E-05
"merchant seaman, cook",2,3.12622E-05
merchant seamanmerchant seaman,1,1.56311E-05
merchant tailor,3,4.68933E-05
merchant trader,1,1.56311E-05
merchant wholesale trader,2,3.12622E-05
"merchant, deceased",1,1.56311E-05
merchant's clerk,7,0.000109418
merchant's foreman,1,1.56311E-05
merchantile clerk,3,4.68933E-05
merchants book keeper,1,1.56311E-05
merchants clerk,14,0.000218835
merchants clerk in wholesale grocers,1,1.56311E-05
merchants clerk salt industry,1,1.56311E-05
merchants traveller,1,1.56311E-05
mess keeper,1,1.56311E-05
messenger,14,0.000218835
messenger in treasury,1,1.56311E-05
messenger post office,1,1.56311E-05
messenger to the lord privy seal,1,1.56311E-05
"messenger, privy council office",1,1.56311E-05
"messenger, shipyard",1,1.56311E-05
metal buffer,1,1.56311E-05
metal burnisher,1,1.56311E-05
metal caster,1,1.56311E-05
metal fireman,1,1.56311E-05
metal merchant,5,7.81555E-05
metal merchants carter,1,1.56311E-05
metal mounter,1,1.56311E-05
metal pattern maker,1,1.56311E-05
metal planer,1,1.56311E-05
"metal planer, railway works",1,1.56311E-05
metal polisher,5,7.81555E-05
metal refiner,1,1.56311E-05
metal roller (gold worker),1,1.56311E-05
metal spinners foreman,1,1.56311E-05
metal work and lapidary,1,1.56311E-05
metal worker,5,7.81555E-05
metallurgical chemist,3,4.68933E-05
metallurgist,3,4.68933E-05
metallurgist apprentice (laboratory assistant),1,1.56311E-05
metallurgist in steel foundry,1,1.56311E-05
meter,2,3.12622E-05
"meter engineer, journeyman",1,1.56311E-05
methodist deacon/lay preacher,1,1.56311E-05
methodist minister,16,0.000250098
"methodist minister, college",1,1.56311E-05
methodist preacher,1,1.56311E-05
metropolitan police constable,5,7.81555E-05
metropolitan police sergeant,2,3.12622E-05
metropolitan policeman,2,3.12622E-05
midwife,18,0.00028136
midwife (no training),1,1.56311E-05
midwifery tutor,1,1.56311E-05
military armament maker,1,1.56311E-05
military bootmaker,1,1.56311E-05
military nurse,1,1.56311E-05
military spur box maker,1,1.56311E-05
military telegraphist,1,1.56311E-05
militia bandmaster,1,1.56311E-05
"militia, adjutant",1,1.56311E-05
milk and ice vendor,1,1.56311E-05
milk carrier,3,4.68933E-05
milk dealer,5,7.81555E-05
milk journey man,1,1.56311E-05
milk maid,1,1.56311E-05
milk roundsman,2,3.12622E-05
milk vendor,1,1.56311E-05
"milk, ice and wood vendor",1,1.56311E-05
milkman,23,0.000359515
milkman & cowkeeper,1,1.56311E-05
milkwoman,1,1.56311E-05
mill engine driver,1,1.56311E-05
mill foreman,2,3.12622E-05
mill furnaceman,2,3.12622E-05
mill furnisher,3,4.68933E-05
mill hand,3,4.68933E-05
mill hand (paper mill),1,1.56311E-05
mill hand (wool),2,3.12622E-05
mill joiner,1,1.56311E-05
mill labourer,4,6.25244E-05
mill maker,2,3.12622E-05
mill manager,6,9.37866E-05
mill manager (wool),1,1.56311E-05
mill manager (worsted mill),1,1.56311E-05
mill mechanic,1,1.56311E-05
mill operative,1,1.56311E-05
mill operator,2,3.12622E-05
mill owner,3,4.68933E-05
mill owner (corn),2,3.12622E-05
mill sawyer,2,3.12622E-05
mill stoker,1,1.56311E-05
mill warehouseman,1,1.56311E-05
mill work [cotton pinner and doffer],1,1.56311E-05
mill worker,25,0.000390778
miller,261,0.004079719
miller (flour mill employee),1,1.56311E-05
miller (gun making),1,1.56311E-05
miller (postmill),1,1.56311E-05
miller and corn merchant,1,1.56311E-05
miller's assistant,1,1.56311E-05
millers clerk,2,3.12622E-05
millers labourer,1,1.56311E-05
millgirl,1,1.56311E-05
milliner,113,0.001766315
milliner-straw hats,1,1.56311E-05
milliner's apprentice,1,1.56311E-05
milliner's assistant,1,1.56311E-05
milliners assistant,2,3.12622E-05
millinery business proprietor,4,6.25244E-05
millinery designer,1,1.56311E-05
millinery sales assistant,1,1.56311E-05
millman,1,1.56311E-05
millstone maker,1,1.56311E-05
millworker,7,0.000109418
millwright,66,0.001031653
millwright (iron foundry),1,1.56311E-05
millwright and engineer,4,6.25244E-05
millwright carpenter,1,1.56311E-05
millwright in gunfactory,1,1.56311E-05
millwrights lifter,1,1.56311E-05
minder (cotton mill),4,6.25244E-05
minder in spinning shed,1,1.56311E-05
mine agent,11,0.000171942
mine engine driver,1,1.56311E-05
mine engineman,1,1.56311E-05
mine girl,1,1.56311E-05
mine manager,2,3.12622E-05
mine owner,1,1.56311E-05
mine worker,2,3.12622E-05
miner,631,0.009863228
miner - surface worker,2,3.12622E-05
miner (coal),1,1.56311E-05
miner (face),3,4.68933E-05
miner (i/c ponies),1,1.56311E-05
miner (iron ore),1,1.56311E-05
miner (lead ore),3,4.68933E-05
miner (lead),1,1.56311E-05
miner [lead],1,1.56311E-05
miner [railway],1,1.56311E-05
miner collier,1,1.56311E-05
miner or labourer,1,1.56311E-05
mineral agent,2,3.12622E-05
mineral guard,1,1.56311E-05
mineral guard (railway),1,1.56311E-05
mineral paint manufacturer,3,4.68933E-05
mineral water and syrup manufacturer,1,1.56311E-05
mineral water bottler,1,1.56311E-05
mineral water carrier,1,1.56311E-05
mineral water carter,1,1.56311E-05
mineral water maker,1,1.56311E-05
mineral water manufacturer,5,7.81555E-05
mineral water packer,1,1.56311E-05
mineral water roundsman,1,1.56311E-05
mineral water salesman,1,1.56311E-05
mineral water worker,1,1.56311E-05
mines foreman,1,1.56311E-05
mineworker,1,1.56311E-05
mining agent,1,1.56311E-05
mining agent and prospector,1,1.56311E-05
mining agents clerk,1,1.56311E-05
mining engine driver,1,1.56311E-05
mining engineer,6,9.37866E-05
mining surveyor,2,3.12622E-05
minister,8,0.000125049
minister in congregational church,2,3.12622E-05
minister in methodist church,1,1.56311E-05
minister of religion,4,6.25244E-05
"minister of religion, catholic apostolic church",1,1.56311E-05
"minister, church of scotland",6,9.37866E-05
"minister, free church of scotland",2,3.12622E-05
"minister, united free church of scotland",2,3.12622E-05
mint workman,1,1.56311E-05
mirror worker,1,1.56311E-05
missionary,15,0.000234467
missionary schoolmistress,1,1.56311E-05
mistress of infants school,1,1.56311E-05
mobile green grocer,1,1.56311E-05
mobile ironmonger,2,3.12622E-05
model,1,1.56311E-05
model maker,2,3.12622E-05
modeller,1,1.56311E-05
"modeller, cambrian pottery",1,1.56311E-05
molecatcher,4,6.25244E-05
money lender,4,6.25244E-05
monotype operator,1,1.56311E-05
monthly nurse,4,6.25244E-05
monumental mason,1,1.56311E-05
morning governess,1,1.56311E-05
motor & cycle agent,1,1.56311E-05
motor agent,2,3.12622E-05
motor and electrical engineer,1,1.56311E-05
motor body builder,4,6.25244E-05
motor cab driver,1,1.56311E-05
"motor car chauffeur, mechanic",1,1.56311E-05
motor car driver,4,6.25244E-05
motor cycle engineer,1,1.56311E-05
motor dealer,1,1.56311E-05
motor driver,13,0.000203204
motor engine assembler,2,3.12622E-05
motor engine fitter,1,1.56311E-05
motor engineer,13,0.000203204
"motor engineer, garage owner",1,1.56311E-05
motor fitter,2,3.12622E-05
motor haulage contractor,1,1.56311E-05
motor inspector,1,1.56311E-05
motor lorry driver,2,3.12622E-05
motor lorry driver (provisions),1,1.56311E-05
"motor lorry driver, r.a.s.c.",1,1.56311E-05
motor mechanic,24,0.000375147
motor mechanic & fitter,1,1.56311E-05
"motor mechanic, telephone company",1,1.56311E-05
motor proprietor,1,1.56311E-05
motor sales manager,1,1.56311E-05
motor works clerk,1,1.56311E-05
motorman,2,3.12622E-05
motorman (tram driver),1,1.56311E-05
mould fitter,2,3.12622E-05
mould maker,1,1.56311E-05
moulder,55,0.000859711
moulder (foundry),1,1.56311E-05
moulder (gas works),1,1.56311E-05
moulder (iron foundry),5,7.81555E-05
moulder (iron works),1,1.56311E-05
moulder (iron),2,3.12622E-05
moulder (ironworks),5,7.81555E-05
moulder (shipyard),1,1.56311E-05
moulder (steel works),1,1.56311E-05
moulder in iron,1,1.56311E-05
moulder in iron factory,1,1.56311E-05
moulders pattern maker,2,3.12622E-05
mounted police corporal,1,1.56311E-05
mourning hat band maker,1,1.56311E-05
mourning stationery painter,1,1.56311E-05
mp,2,3.12622E-05
muffin baker,1,1.56311E-05
mule fitter,1,1.56311E-05
mule minder,1,1.56311E-05
mule spinner,4,6.25244E-05
multigraph operator,2,3.12622E-05
municipal clerk,1,1.56311E-05
municipal officer,1,1.56311E-05
municiple clerk borough treasurers',1,1.56311E-05
munition head gouger,1,1.56311E-05
munition worker,2,3.12622E-05
munitions charge hand,1,1.56311E-05
munitions factory worker,3,4.68933E-05
munitions worker,10,0.000156311
munitions worker (cotton mixer),1,1.56311E-05
museum assistant,1,1.56311E-05
museum curator,1,1.56311E-05
museum superintendant,1,1.56311E-05
music academy professor,1,1.56311E-05
music dealer,2,3.12622E-05
music hall artist,2,3.12622E-05
music hall proprietor,1,1.56311E-05
music hall singer,2,3.12622E-05
music publisher,1,1.56311E-05
music salesman,1,1.56311E-05
music seller,1,1.56311E-05
music shop assistant,1,1.56311E-05
music shop worker,1,1.56311E-05
music smith,4,6.25244E-05
music teacher,14,0.000218835
music warehouse,1,1.56311E-05
musical director,1,1.56311E-05
musical instrument maker,11,0.000171942
musical instrument maker (brass),2,3.12622E-05
musical instrument salesman,1,1.56311E-05
musician,38,0.000593982
musician - orchestrator & arranger,1,1.56311E-05
musician (coldstream guards band),1,1.56311E-05
"musician, coldstream guards",1,1.56311E-05
"musician, orchestra",1,1.56311E-05
"musician, royal marines",1,1.56311E-05
muslin bleacher,1,1.56311E-05
mustard manufacturer,1,1.56311E-05
mustard miller,1,1.56311E-05
mustard works foreman,1,1.56311E-05
mustard works labourer,1,1.56311E-05
nail & chain maker,1,1.56311E-05
nail caster,1,1.56311E-05
nail maker,13,0.000203204
nail-maker,1,1.56311E-05
nailer,40,0.000625244
nailmaker,7,0.000109418
nailor,12,0.000187573
nailor ( horse nails),1,1.56311E-05
nailor & horse nail maker,1,1.56311E-05
naker,1,1.56311E-05
nannie,1,1.56311E-05
nanny,18,0.00028136
narrow ribbon handloom weaver,1,1.56311E-05
national school teacher,1,1.56311E-05
national schoolmaster,1,1.56311E-05
national service,1,1.56311E-05
naturalist,1,1.56311E-05
naturalist (board of agriculture and fisheries),1,1.56311E-05
naval architect,3,4.68933E-05
naval commander,1,1.56311E-05
naval constructor,1,1.56311E-05
naval engineer - commander,1,1.56311E-05
naval officer,10,0.000156311
naval officer (not royal navy),1,1.56311E-05
naval officer lieutennant,1,1.56311E-05
naval ropemaker,1,1.56311E-05
naval surgeon,2,3.12622E-05
navel officer,1,1.56311E-05
navigator,1,1.56311E-05
navvy,3,4.68933E-05
navy,10,0.000156311
navy agent,1,1.56311E-05
navy captain,1,1.56311E-05
navy officer,1,1.56311E-05
navy petty officer,1,1.56311E-05
needle finisher,4,6.25244E-05
needle maker,4,6.25244E-05
needle manufacturer,1,1.56311E-05
needle paperer,2,3.12622E-05
needle polisher,1,1.56311E-05
needlemaker,10,0.000156311
needlewoman,19,0.000296991
needlewoman / servant,1,1.56311E-05
needleworker,2,3.12622E-05
net braider,3,4.68933E-05
net braider (twine),1,1.56311E-05
net maker & mender,1,1.56311E-05
net weaver,3,4.68933E-05
net-mender,1,1.56311E-05
news agent,1,1.56311E-05
news sub-editor - ministry of information,1,1.56311E-05
news vendor,1,1.56311E-05
newsagent,19,0.000296991
newsagent (depot man),1,1.56311E-05
newsagent & stationer,1,1.56311E-05
newsagent confectioner and tobacconist,2,3.12622E-05
newsagent/stationer and sub postmaster,1,1.56311E-05
newsagents assistant,1,1.56311E-05
newsagents clerk,1,1.56311E-05
newspaper clerk,2,3.12622E-05
newspaper compositor,1,1.56311E-05
newspaper distributer,1,1.56311E-05
newspaper distributor,1,1.56311E-05
newspaper editor,2,3.12622E-05
newspaper manager,1,1.56311E-05
newspaper printer,1,1.56311E-05
newspaper proprietor,4,6.25244E-05
newspaper publisher,2,3.12622E-05
newspaper reader,2,3.12622E-05
newspaper reporter,6,9.37866E-05
newspaper typesetter,2,3.12622E-05
night porter,2,3.12622E-05
night watchman,5,7.81555E-05
nightwatchman,1,1.56311E-05
nippy,1,1.56311E-05
nonconformist minister,2,3.12622E-05
novelist,1,1.56311E-05
novelty maker,1,1.56311E-05
"number taker, railway",1,1.56311E-05
nurse,67,0.001047284
nurse & midwife,4,6.25244E-05
nurse at ambulance station,1,1.56311E-05
nurse at mother and baby clinic,1,1.56311E-05
nurse children's,1,1.56311E-05
nurse in lunatic asylum,1,1.56311E-05
nurse maid,1,1.56311E-05
nurse midwife,1,1.56311E-05
nurse to the elderly,1,1.56311E-05
"nurse, education authority",1,1.56311E-05
"nurse, hospital",1,1.56311E-05
"nurse, mental hospital",1,1.56311E-05
nursemaid,23,0.000359515
nursemaid / nanny,1,1.56311E-05
nursemaid & nanny,1,1.56311E-05
nursemaid and chaperone,1,1.56311E-05
nursery governess - french teacher,1,1.56311E-05
nursery hand,6,9.37866E-05
nursery lab,1,1.56311E-05
nursery maid,4,6.25244E-05
nursery man,1,1.56311E-05
nursery manager/director,1,1.56311E-05
nursery nurse,5,7.81555E-05
nursery school teacher,1,1.56311E-05
nursery worker,1,1.56311E-05
nurserymaid,1,1.56311E-05
nurseryman,23,0.000359515
nurseryman / florist,1,1.56311E-05
nurseryman and contractor,1,1.56311E-05
nurseryman and florist,2,3.12622E-05
nurses training,1,1.56311E-05
nurses' aid,1,1.56311E-05
nursing assistant,3,4.68933E-05
nursing sister,6,9.37866E-05
nursing sister (mental hospital),1,1.56311E-05
"nursing sister, military nursing corps",1,1.56311E-05
nut and bolt maker,2,3.12622E-05
nut and bolt screwer,1,1.56311E-05
nutritionist,2,3.12622E-05
oat bread baker,1,1.56311E-05
odd job man,1,1.56311E-05
odd jobber,1,1.56311E-05
odd jobs man,1,1.56311E-05
of independent means,1,1.56311E-05
off licence proprietor,1,1.56311E-05
office & shop worker for tobacconists,1,1.56311E-05
office assistant in solicitors office,2,3.12622E-05
office attendant,1,1.56311E-05
office cleaner,1,1.56311E-05
office clerk,35,0.000547089
office clerk at bakery,1,1.56311E-05
office clerk for coal merchants,1,1.56311E-05
office clerk in wire rope works,1,1.56311E-05
office clerk to land agent,1,1.56311E-05
"office clerk, shoe factory",1,1.56311E-05
office clerkess,1,1.56311E-05
office junior,1,1.56311E-05
office keeper,1,1.56311E-05
office manager,4,6.25244E-05
office work,1,1.56311E-05
office work (engineering),1,1.56311E-05
office worker,10,0.000156311
office worker (coal merchants),1,1.56311E-05
office writer,1,1.56311E-05
officer,2,3.12622E-05
officer - h.m.customs,2,3.12622E-05
officer - merchant navy,1,1.56311E-05
officer (merchant service),1,1.56311E-05
officer in customs,1,1.56311E-05
officer in royal engineers,1,1.56311E-05
officer in the house of correction,1,1.56311E-05
officer of customs,2,3.12622E-05
officer of customs & excise (docks),2,3.12622E-05
officer of customs & excise (waterguard),1,1.56311E-05
officer of customs and excise,1,1.56311E-05
officer of excise,2,3.12622E-05
"officer, h.e.i.c.",1,1.56311E-05
"officer, swiss army",1,1.56311E-05
"officer's cook, royal navy",1,1.56311E-05
"official, insurance co",1,1.56311E-05
ohms,2,3.12622E-05
oil & colour man,2,3.12622E-05
oil & colourman,2,3.12622E-05
oil and colour man,1,1.56311E-05
oil and colour merchant,2,3.12622E-05
oil and colour shop owner,1,1.56311E-05
oil and colourman,4,6.25244E-05
oil and italian warehouseman,1,1.56311E-05
oil cakemaker,1,1.56311E-05
oil can maker,1,1.56311E-05
oil field engineer,1,1.56311E-05
oil merchant,11,0.000171942
